A,B,Link Size
Frances Cook,Lornho,2
Richard Needham,Lornho,2
Bruce Thornton,Los Angeles Times,2
Dr. Paul Marshall,Los Angeles Times,2
James Q. Wilson,Los Angeles Times,2
Jonah Goldberg,Los Angeles Times,2
Mark Helprin,Los Angeles Times,2
Matthew Continetti,Los Angeles Times,2
Max Boot,Los Angeles Times,2
Middle East Media Research Institute,Los Angeles Times,$2
Mollie Hemingway,Los Angeles Times,2
Monica Crowley,Los Angeles Times,2
Neil Livingstone,Los Angeles Times,2
Scott Jennings,Los Angeles Times,2
Tom Palmer,Los Angeles Times,2
William Shughart II,Los Angeles Times,2
Douglas Macgregor,Lou Dobbs,2
Sidney Powell,Lou Dobbs,2
Uihlein Fortune,Louie Gohmert,2
David Thomas,LTD Group,2
David Thomas,LTD Group,2
Dean Rosen,LTD Group,2
Michael Haywood,LTD Group,2
Ballotpedia,Lucy Burns Institute,2
Bill Dunn Fortune,Lucy Burns Institute,2
Bradley Foundation,Lucy Burns Institute,2
DonorsTrust/Donors Capital Fund,Lucy Burns Institute,2
Franklin News Foundation,Lucy Burns Institute,2
JM Foundation,Lucy Burns Institute,2
Leslie Graves,Lucy Burns Institute,2
Sam Adams Alliance,Lucy Burns Institute,2
Tim Dunn,Lucy Burns Institute,2
Tim Dunn Fortune,Lucy Burns Institute,2
Todd Graves,Lucy Burns Institute,2
Armstrong Fortune,Ludwig von Mises Institute,2
Bill Dunn Fortune,Ludwig von Mises Institute,2
Bob Murphy,Ludwig von Mises Institute,2
Clyde Wilson,Ludwig von Mises Institute,2
DonorsTrust/Donors Capital Fund,Ludwig von Mises Institute,2
Hans-Hermann Hoppe,Ludwig von Mises Institute,2
Jeffrey Tucker,Ludwig von Mises Institute,2
Joseph Sobran,Ludwig von Mises Institute,2
Lew Rockwell,Ludwig von Mises Institute,2
Murray Rothbard,Ludwig von Mises Institute,2
Paul Gottfried,Ludwig von Mises Institute,2
Prince Fortune,Ludwig von Mises Institute,2
Rand Paul,Ludwig von Mises Institute,2
Ron Paul,Ludwig von Mises Institute,2
Sam Francis,Ludwig von Mises Institute,2
Thomas DiLorenzo,Ludwig von Mises Institute,2
Thomas Woods,Ludwig von Mises Institute,2
Tibor Machan,Ludwig von Mises Institute,2
Tom Woods,Ludwig von Mises Institute,2
Wolfgang Schüssel,Lukoil,2
Andrew Lundquist,Lundquist Nethercutt & Griles,2
Steven Griles,Lundquist Nethercutt & Griles,2
Leonid Reiman,LV Finance,2
Leonid Rozhetskin,LV Finance,2
MegaFon,LV Finance,2
Harry Lynde Bradley,Lynde Bradley,2
Dick Cheney,Lynne Cheney,2
Boyden Gray,Lyons Gray,2
Gordon Gray,Lyons Gray,2
Altria,MacIver Institute,2
American Majority,MacIver Institute,2
Americans for Prosperity,MacIver Institute,2
Bradley Foundation,MacIver Institute,2
Brett Healy,MacIver Institute,2
Fidelity Investments Charitable Gift Fund,MacIver Institute,2
Franklin News Foundation,MacIver Institute,2
Koch Network,MacIver Institute,2
Mark Block,MacIver Institute,2
Schwab Charitable Fund,MacIver Institute,2
Scott Jensen,MacIver Institute,2
State Policy Network,MacIver Institute,2
Vanguard Charitable Endowment Program,MacIver Institute,2
Aequus Institute,Mackinac Center,2
Altria,Mackinac Center,2
Atlas Network,Mackinac Center,$2
Bill Dunn Fortune,Mackinac Center,2
Bradley Foundation,Mackinac Center,2
Bradley Smith,Mackinac Center,2
Bruce Edward Walker,Mackinac Center,2
Castle Rock Foundation,Mackinac Center,2
Center for Union Facts,Mackinac Center,2
Chase Foundation of Virginia,Mackinac Center,2
Claude R. Lambe Foundation,Mackinac Center,2
ClearWord Communications,Mackinac Center,2
Coors Fortune,Mackinac Center,2
DeVos Fortune,Mackinac Center,2
DeVos Urban Leadership Initiative,Mackinac Center,2
Dick DeVos,Mackinac Center,2
DonorsTrust/Donors Capital Fund,Mackinac Center,2
Dow Chemical,Mackinac Center,2
E L Craig Foundation,Mackinac Center,2
Earhart Foundation,Mackinac Center,2
ExxonMobil,Mackinac Center,2
Hickory Foundation,Mackinac Center,2
Jaquelin Hume Foundation,Mackinac Center,2
Jeffrey Tucker,Mackinac Center,2
JM Foundation,Mackinac Center,2
Kevon Martis,Mackinac Center,2
Koch Network,Mackinac Center,2
Krieble Foundations,Mackinac Center,2
Lawrence Reed,Mackinac Center,2
Mellon Scaife Fortune,Mackinac Center,2
National Christian Charitable Foundation,Mackinac Center,2
Peters Foundations,Mackinac Center,2
Prince Fortune,Mackinac Center,2
Richard Seth Staley Educational Foundation,Mackinac Center,2
Robert and Marie Hansen Foundation,Mackinac Center,2
Rodney Fund,Mackinac Center,2
Roe Fortune,Mackinac Center,2
Roe Foundation,Mackinac Center,2
Roy Marden,Mackinac Center,2
Schwab Charitable Fund,Mackinac Center,2
State Policy Network,Mackinac Center,2
Stephanie Kreuz,Mackinac Center,2
Walton Fortune,Mackinac Center,2
William H. Donner Foundation,Mackinac Center,2
Thomas Stephens,MacMillan Bloedel,2
James Bopp,Madison Cawthorn,2
Jim Guy Tucker,Madison Guaranty Savings and Loan,2
Jim McDougal,Madison Guaranty Savings and Loan,2
R.D. Randolph,Madison Guaranty Savings and Loan,2
Robert Palmer,Madison Guaranty Savings and Loan,2
Rose Law Firm,Madison Guaranty Savings and Loan,2
Susan McDougal,Madison Guaranty Savings and Loan,2
Alina Habba,MAGA Inc,2
America First Policies,MAGA Inc,2
British American Tobacco,MAGA Inc,2
Chris LaCivita,MAGA Inc,2
Coca-Cola,MAGA Inc,2
Continental Resources,MAGA Inc,2
Crownquest Operating,MAGA Inc,2
Dan Newlin Injury Attorneys,MAGA Inc,2
Diane Hendricks,MAGA Inc,2
Donald Trump,MAGA Inc,2
Elliott Management,MAGA Inc,2
GEO Group,MAGA Inc,2
Hendricks Fortune,MAGA Inc,2
Karoline Leavitt,MAGA Inc,2
Mellon Scaife Fortune,MAGA Inc,2
New York Jets,MAGA Inc,2
Paul Singer,MAGA Inc,2
Phil Ruffin,MAGA Inc,2
Richard Uihlein,MAGA Inc,2
Timothy Mellon,MAGA Inc,2
Uihlein Fortune,MAGA Inc,2
Woody Johnson,MAGA Inc,2
Jobbik,Magyar Gárda,2
Sebastian Gorka,Magyar Gárda,2
Mike Dubke,Main Street Media Group,2
One Nation,Main Street Media Group,2
DonorsTrust/Donors Capital Fund,Maine Heritage Policy Center,2
Roe Fortune,Maine Heritage Policy Center,2
Bandar bin Sultan Al Saud,Majeda Dweikat,2
Osama Bassnan,Majeda Dweikat,2
Stephen Moore,Mallory Factor,2
Tom Barrack,Mana Al Otaiba,2
Yousef Al Otaiba,Mana Al Otaiba,2
Brian Wild,Management & Training Corporation,2
Brownstein Hyatt Farber Schreck,Management & Training Corporation,2
Genevieve Bresnahan,Management & Training Corporation,2
Jack Kingston,Management & Training Corporation,2
Marc Lampkin,Management & Training Corporation,2
Squire Patton Boggs,Management & Training Corporation,2
Upstream Consulting,Management & Training Corporation,2
Cecil McCrory,Management and Training Corporation,2
Achelis and Bodman Foundation,Manhattan Institute,2
Adam Smith Society,Manhattan Institute,2
Altria,Manhattan Institute,2
Amity Shlaes,Manhattan Institute,2
Anschutz Fortune,Manhattan Institute,2
Antony Fisher,Manhattan Institute,2
Avik Roy,Manhattan Institute,2
Bader Fortune,Manhattan Institute,2
Bill Kristol,Manhattan Institute,2
Bradley Foundation,Manhattan Institute,2
British American Tobacco,Manhattan Institute,2
Carly Fiorina,Manhattan Institute,2
Center for Policing Terrorism,Manhattan Institute,2
Charles C. Johnson,Manhattan Institute,2
Charles Murray,Manhattan Institute,2
Christopher Rufo,Manhattan Institute,2
City Journal,Manhattan Institute,2
Concord Fund/85 Fund,Manhattan Institute,2
Diana Furchtgott-Roth,Manhattan Institute,2
Diana Furchtgott-Roth,Manhattan Institute,2
Donald & Paula Smith Fortune,Manhattan Institute,2
DonorsTrust/Donors Capital Fund,Manhattan Institute,2
Doug Holtz-Eakin,Manhattan Institute,2
Dusty Rhodes,Manhattan Institute,2
Earhart Foundation,Manhattan Institute,2
Economics21,Manhattan Institute,2
George Gilder,Manhattan Institute,2
George Kelling,Manhattan Institute,2
Heather Mac Donald,Manhattan Institute,2
Herbert London,Manhattan Institute,2
James Otteson,Manhattan Institute,2
James Piereson,Manhattan Institute,2
James Q. Wilson,Manhattan Institute,2
Jeffrey Bell,Manhattan Institute,2
JM Foundation,Manhattan Institute,2
Judith Miller,Manhattan Institute,2
Klingenstein Fortune,Manhattan Institute,2
Koch Network,Manhattan Institute,2
Lilly Endowment,Manhattan Institute,2
Paul Singer,Manhattan Institute,2
Paul Singer,Manhattan Institute,2
Pete Hegseth,Manhattan Institute,2
Peter Huber,Manhattan Institute,2
Peter Huber,Manhattan Institute,2
Peterson Fortune,Manhattan Institute,2
Richard Epstein,Manhattan Institute,2
Richard Schwartz,Manhattan Institute,2
Roger Hertog,Manhattan Institute,2
Roy Marden,Manhattan Institute,2
Rudy Giuliani,Manhattan Institute,2
Searle Fortune,Manhattan Institute,2
Singer Fortune,Manhattan Institute,2
Stephen Goldsmith,Manhattan Institute,2
Thomas Smith,Manhattan Institute,2
Thomas Smith Fortune,Manhattan Institute,2
Vanguard Charitable Endowment Program,Manhattan Institute,2
Walter Olson,Manhattan Institute,2
Walter Olson,Manhattan Institute,2
William Casey,Manhattan Institute,2
William E. Simon Foundation,Manhattan Institute,2
Human Diversity Foundation/Pioneer Fund,Mankind Quarterly,2
James Gregor,Mankind Quarterly,2
Richard Lynn,Mankind Quarterly,2
Robert Kuttner,Mankind Quarterly,2
Roger Pearson,Mankind Quarterly,2
Wickliffe Draper,Mankind Quarterly,2
Hans Eysenck,Mankind Quaterly,2
Roger Pearson,Mankind Quaterly,2
Adnan Khashoggi,Manucher Ghorbanifar,2
Cyrus Hashemi,Manucher Ghorbanifar,2
Harold Rhode,Manucher Ghorbanifar,2
Lawrence Franklin,Manucher Ghorbanifar,2
Michael Ledeen,Manucher Ghorbanifar,2
Roy Furmark,Manucher Ghorbanifar,2
Marc Rich,Marat Balagula,2
Gregory Boyce,Marathon Oil,2
BakerHostetler,Marble Freedom Trust,2
Barre Seid,Marble Freedom Trust,2
Holtzman Vogel,Marble Freedom Trust,2
Jonathan Bunch,Marble Freedom Trust,2
Leonard Leo,Marble Freedom Trust,2
Neil Corkery,Marble Freedom Trust,2
Seid Fortune,Marble Freedom Trust,2
Tripp Lite,Marble Freedom Trust,2
Roy Spencer,Marc Morano,2
Appleby,Marc Rich,2
Avner Azulay,Marc Rich,2
Ehud Barak,Marc Rich,2
Jack Quinn,Marc Rich,2
Leonard Garment,Marc Rich,2
Scooter Libby,Marc Rich,2
Shabtai Kalmanovich,Marc Rich,2
Robert Rowling,Marc Short,2
Vittorio Mangano,Marcello Dell'Utri,2
Cesar Conda,Marco Rubio,2
Cleta Mitchell,Marco Rubio,2
Elliott Abrams,Marco Rubio,2
ExxonMobil,Marco Rubio,2
GEO Group,Marco Rubio,2
Jamie Fly,Marco Rubio,2
Lazard,Marco Rubio,2
Max Boot,Marco Rubio,2
McBee Strategic Consulting,Marco Rubio,2
Michael Needham,Marco Rubio,2
Mike Needham,Marco Rubio,2
Navigators Global,Marco Rubio,2
Paul Singer,Marco Rubio,2
Singer Fortune,Marco Rubio,2
Wells Fargo,Marco Rubio,2
Bernard Marcus,Marcus Fortune,2
Alan Walters,Margaret Thatcher,2
Charles Powell,Margaret Thatcher,2
Charles Powell,Margaret Thatcher,2
Jimmy Saville,Margaret Thatcher,2
John O'Sullivan,Margaret Thatcher,2
Keith Joseph,Margaret Thatcher,2
Michael Howard,Margaret Thatcher,2
Nigel Lawson,Margaret Thatcher,2
Norman Lamont,Margaret Thatcher,2
Victor Rothschild,Margaret Thatcher,2
Alan Gottlieb,Maria Butina,2
Andrei Nikolaev,Maria Butina,2
David Keene,Maria Butina,2
Dimitri Simes,Maria Butina,2
J.D. Gordon,Maria Butina,2
Mark Skousen,Maria Butina,2
Paul Erickson,Maria Butina,2
Gene Hamilton,Maria Espinoza,2
AIPAC,Marie Gluesenkamp Perez,2
Jean-Marie Le Pen,Marie Le Pen,2
Nicolas Crochet,Marie Le Pen,2
AIPAC,Mario Diaz-Balart,2
Tom Ellis,Marion Parrott,2
Diane Hendricks,Marjorie Taylor Greene,2
Hendricks Fortune,Marjorie Taylor Greene,2
James Bopp,Marjorie Taylor Greene,2
Lin Wood,Marjorie Taylor Greene,2
Management & Training Corp,Mark Amodei,2
Victoria Toensing,Mark Corallo,2
AIPAC,Mark Green,2
GEO Group,Mark Green,2
John Tanton,Mark Krikorian,2
Americans for Prosperity,Mark Levin,2
Senate Conservatives Fund,Mark Levin,2
Tea Party Patriots,Mark Levin,2
Ginni Thomas,Mark Meadows,2
AIPAC,Mark Messmer,2
Karen Hughes,Mark Penn,2
Cleon Skousen,Mark Skousen,2
Lucy Cornwell,Marketing Resource Group,2
Allyn & Company,Marriott,2
Ann McLaughlin Korologos,Marriott,2
Dolphin Group,Marriott,2
Fred Malek,Marriott,2
Herb Kalmbach,Marriott,2
Stephen Bollenbach,Marriott,2
Bob Gamgort,Mars,2
Cohn & Wolfe,Mars,2
Consumer Brands Association,Mars,2
Edelman,Mars,2
Gavin Anderson & Company,Mars,2
Jeffrey Greenberg,Marsh & McLennan,2
AIPAC,Marsha Blackburn,2
Bayer,Marsha Blackburn,2
BNB Ventures,Marsha Blackburn,2
CoreCivic,Marsha Blackburn,2
Quantum Capital Group,Marsha Blackburn,2
Paul Marshall,Marshall Wace,2
U.S. Chamber of Commerce,Martha Roby,2
Tibor Machan,Marty Zupan,2
Altria,Maryland Public Policy Institute,2
DonorsTrust/Donors Capital Fund,Maryland Public Policy Institute,2
Roe Fortune,Maryland Public Policy Institute,2
State Policy Network,Maryland Public Policy Institute,2
Bobby Ray Inman,Massey Energy,2
Buck Harless,Massey Energy,2
CGCN Group,MasterCard,2
Edelman,MasterCard,2
Altria,Matt Blunt,2
Bob Perry,Matt Blunt,2
Ed Martin,Matt Blunt,2
Stevens Reed Curcio & Potholm,Matt Blunt,2
Trevor Laky,Matt Salmon,2
Nick Fuentes,Matthew Colligan,2
Jeffrey Epstein,Max Churkin,2
Vitaly Churkin,Max Churkin,2
Brent Wilkes,Max Gelwix,2
Maurice LeVois,Max Layard,2
Elon Musk,Maye Musk,2
Kimbal Musk,Maye Musk,2
Jean-Luc Brunel,MC2 Model Management,2
Jeffrey Epstein,MC2 Model Management,2
Sears,MC2 Model Management,2
Rob Chamberlin,McBee Strategic Consulting,2
Babcock & Wilcox,McDermott International,2
BWX Technologies,McDermott International,2
Livingston Group,McDermott International,2
Cohn & Wolfe,McDonald's,2
Edelman,McDonald's,2
Gavin Anderson & Company,McDonald's,2
J.R. Simplot,McDonald's,2
Mark Penn,McDonald's,2
PSB Insights,McDonald's,2
Tyson Foods,McDonald's,2
Alonzo McDonald,McKinsey,2
Amy Zegart,McKinsey,2
Jim McNerney,McKinsey,2
Alexey Reznikovich,McKinsey & Company,2
David Sacks,McKinsey & Company,2
Diana Farrell,McKinsey & Company,2
Gavin Anderson & Company,McKinsey & Company,2
Ian Davis,McKinsey & Company,2
James Manyika,McKinsey & Company,2
James Quincey,McKinsey & Company,2
Jeffrey Skilling,McKinsey & Company,2
Peter Sands,McKinsey & Company,2
Richard Burt,McKinsey & Company,2
Sandra Peterson,McKinsey & Company,2
Tom Cotton,McKinsey & Company,2
William Hague,McKinsey & Company,2
Wulf von Schimmelmann,McKinsey & Company,2
Kurt Volker,McLarty Associates,2
Mack McLarty,McLarty Associates,2
Richard Burt,McLarty Associates,2
Tyson Foods,Meat Institute,2
American Farm Bureau Federation,Meat Promotion Coalition,2
Cargill,Meat Promotion Coalition,2
Lesher & Russell,Meat Promotion Coalition,2
Meat Institute,Meat Promotion Coalition,2
National Pork Producers Council,Meat Promotion Coalition,2
Tyson Foods,Meat Promotion Coalition,2
Bruce Rappaport,Medellín Cartel,2
Yair Klein,Medellín Cartel,2
Albert and Ethel Herzstein Charitable Foundation,Media Research Center,2
Anschutz Fortune,Media Research Center,2
Armstrong Fortune,Media Research Center,2
Bader Fortune,Media Research Center,2
Bill Dunn Fortune,Media Research Center,2
Bradley Foundation,Media Research Center,2
Brent Bozell III,Media Research Center,2
Castle Rock Foundation,Media Research Center,2
Consumers’ Research,Media Research Center,2
CRC Advisors,Media Research Center,2
DeVos Fortune,Media Research Center,2
Diana Davis Spencer Foundation,Media Research Center,2
DonorsTrust/Donors Capital Fund,Media Research Center,2
ExxonMobil,Media Research Center,2
Hertog Fortune,Media Research Center,2
Jewish Communal Fund,Media Research Center,2
Mellon Scaife Fortune,Media Research Center,2
Mike Burita,Media Research Center,2
National Conservative Political Action Committee,Media Research Center,2
Prince Fortune,Media Research Center,2
Robert Mercer,Media Research Center,2
Roe Fortune,Media Research Center,2
Stephen Moore,Media Research Center,2
Uihlein Fortune,Media Research Center,2
Vanguard Charitable Endowment Program,Media Research Center,2
Red Alert Politics,MediaDC,2
LV Finance,MegaFon,2
Ben Domenech,Meghan McCain,2
Alex Vogel,Mehlman Vogel Castagnetti,2
David Thomas,Mehlman Vogel Castagnetti,2
Kelly Bingel,Mehlman Vogel Castagnetti,2
Stewart Verdery,Mehlman Vogel Castagnetti,2
Robert George,Meir Soloveichik,2
Joyce Brayboy,Mel Watt,2
Cordelia Scaife May,Mellon Scaife Fortune,2
Edwin Feulner,Mellon Scaife Fortune,2
Richard Mellon Scaife,Mellon Scaife Fortune,2
Timothy Mellon,Mellon Scaife Fortune,2
PSB Insights,Menachem Begin,2
Konstantin Kagalovsky,Menatep,2
Aequus Institute,Mercatus Center,2
ALEC,Mercatus Center,2
Alex Tabarrok,Mercatus Center,2
Alexander Tabarrok,Mercatus Center,2
Altria,Mercatus Center,2
American Petroleum Institute,Mercatus Center,2
Anschutz Fortune,Mercatus Center,2
Armstrong Fortune,Mercatus Center,2
Arnold Kling,Mercatus Center,2
Atlas Network,Mercatus Center,2
Bob Tollison,Mercatus Center,2
Bob Williams,Mercatus Center,2
Boyden Gray,Mercatus Center,2
Bradley Foundation,Mercatus Center,2
Bruce Yandle,Mercatus Center,2
Castle Rock Foundation,Mercatus Center,2
Center for the Study of Public Choice,Mercatus Center,2
Challenge Foundation,Mercatus Center,2
Charles Koch,Mercatus Center,2
Chase Foundation of Virginia,Mercatus Center,2
Claws Foundation,Mercatus Center,2
Concord Fund/85 Fund,Mercatus Center,2
David Nott,Mercatus Center,2
DeVos Fortune,Mercatus Center,2
DeVos Urban Leadership Initiative,Mercatus Center,2
Diana Davis Spencer Foundation,Mercatus Center,2
Donald Boudreaux,Mercatus Center,2
DonorsTrust/Donors Capital Fund,Mercatus Center,2
E L Craig Foundation,Mercatus Center,2
Earhart Foundation,Mercatus Center,2
Ed Meese,Mercatus Center,2
Eric Javits Family Foundation,Mercatus Center,2
ExxonMobil,Mercatus Center,2
George Mason University,Mercatus Center,2
Gordon and Mary Cain Foundation,Mercatus Center,2
Hane Crevelari,Mercatus Center,2
Institute for Humane Studies,Mercatus Center,2
James Anderson,Mercatus Center,2
JM Foundation,Mercatus Center,2
John P and Kathryn G Evans Foundation,Mercatus Center,2
John William Pope Foundation,Mercatus Center,2
Koch Industries,Mercatus Center,2
Koch Network,Mercatus Center,2
Krieble Foundations,Mercatus Center,2
Lawson Bader,Mercatus Center,2
Leadership Institute,Mercatus Center,2
Lowndes Foundation,Mercatus Center,2
Mellon Scaife Fortune,Mercatus Center,2
National Christian Charitable Foundation,Mercatus Center,2
National Federation of Independent Business,Mercatus Center,2
National Philanthropic Trust,Mercatus Center,2
Peter Boettke,Mercatus Center,2
Peter Leeson,Mercatus Center,2
Peterson Fortune,Mercatus Center,2
Philip M. McKenna Foundation,Mercatus Center,2
PhRMA,Mercatus Center,2
Pierre F. and Enid Goodrich Foundation,Mercatus Center,2
RAND Corporation,Mercatus Center,2
Richard Fink,Mercatus Center,2
Richard Seth Staley Educational Foundation,Mercatus Center,2
Richard Wagner,Mercatus Center,2
Rodney Fund,Mercatus Center,2
Roe Fortune,Mercatus Center,2
Roe Foundation,Mercatus Center,2
Schwab Charitable Fund,Mercatus Center,2
Scott Sumner,Mercatus Center,2
Searle Fortune,Mercatus Center,2
Shelby Cullom Davis Foundation,Mercatus Center,2
State Policy Network,Mercatus Center,2
Templeton Fortune,Mercatus Center,2
Thomas Smith Fortune,Mercatus Center,2
Todd Zywicki,Mercatus Center,2
Tony Woodlief,Mercatus Center,2
TWS Foundation,Mercatus Center,2
Tyler Cowen,Mercatus Center,2
Vanguard Charitable Endowment Program,Mercatus Center,2
Vernon Smith,Mercatus Center,2
Wendy Lee Gramm,Mercatus Center,2
William H. Donner Foundation,Mercatus Center,2
Matt Schlapp,Mercedes Schlapp,2
Cohn & Wolfe,Merck,2
Edelman,Merck,2
Gavin Anderson & Company,Merck,2
Goddard Claussen,Merck,2
Huntingdon Life Sciences,Merck,2
Marjorie Taylor Green,Merck,2
Mark Penn,Merck,2
Palantir,Merck,2
PSB Insights,Merck,2
Raymond Gilmartin,Merck,2
Sandra Peterson,Merck,2
Brian Jones,Mercury Public Affairs,2
European Centre for a Modern Ukraine,Mercury Public Affairs,2
Ian Prior,Mercury Public Affairs,2
Kieran Mahoney,Mercury Public Affairs,2
Kieran Mahoney,Mercury Public Affairs,2
Kirill Goncharenko,Mercury Public Affairs,2
Mike McKeon,Mercury Public Affairs,2
Susie Wiles,Mercury Public Affairs,2
